title,url,date,wordCount,legacyCategories,legacyTags,controlledTags,needsTagReview
Luke’s Understanding of Jesus’ Death,https://ehrmanblog.org/lukes-understanding-of-jesus-death/,"October 9, 2015",1110,canonical-gospels,atonement; death-of-jesus; gospel-of-luke,canonical-gospels; historical-jesus,False
Anti-Judaism in the Gospel of Luke,https://ehrmanblog.org/anti-judaism-in-the-gospel-of-luke/,"October 8, 2015",1164,canonical-gospels,anti-judaism; gospel-of-luke,canonical-gospels; hebrew-bible-judaism,False
Jesus’ Death as a Prophet in Luke,https://ehrmanblog.org/jesus-death-as-a-prophet-in-luke/,"October 7, 2015",964,canonical-gospels,death-of-jesus; gospel-of-luke,canonical-gospels; historical-jesus,False
My Big Day Appeal,https://ehrmanblog.org/my-big-day-appeal/,"October 5, 2015",663,public-forum,,,True
Ehrman Licona Debate – Prove Jesus Rose from Dead,https://ehrmanblog.org/ehrman-licona-debate-prove-jesus-rose-from-dead/,"October 3, 2015",228,barts-debates; video-media,debate; jesus; mike-licona; resurrection,historical-jesus; resurrection; debates-and-critics; media-video,False
Luke’s View of Jesus’ Death,https://ehrmanblog.org/lukes-view-of-jesus-death/,"October 1, 2015",1075,canonical-gospels; new-testament-manuscripts,death-of-jesus; gospel-of-luke; gospel-of-mark,canonical-gospels; historical-jesus; textual-criticism,False
Why Would a Scribe Change Luke’s Account of the Last Supper?,https://ehrmanblog.org/why-would-a-scribe-change-lukes-account-of-the-last-supper/,"September 30, 2015",1099,canonical-gospels; history-of-christianity-100-300ce; new-testament-manuscripts,gospel-of-luke; last-supper,canonical-gospels; church-history; early-christianity; textual-criticism,False
The Last Supper in Luke: An Important Textual Problem,https://ehrmanblog.org/the-last-supper-in-luke-an-important-textual-problem/,"September 29, 2015",1120,canonical-gospels; history-of-christianity-100-300ce; new-testament-manuscripts,gospel-of-luke; last-supper; scribal-activity,canonical-gospels; church-history; early-christianity; textual-criticism,False
Early Christian Docetism,https://ehrmanblog.org/early-christian-docetism/,"September 28, 2015",1081,early-christian-doctrine; heresy-and-orthodoxy; history-of-christianity-100-300ce,adoptionism; christology; docetism; gnosticism; separationism,early-christianity; christian-apocrypha; church-history; christology; heresy-orthodoxy,False
My Debate with Kyle Butt on the Problem of Suffering,https://ehrmanblog.org/my-debate-with-kyle-butt-on-the-problem-of-suffering/,"September 26, 2015",222,barts-debates; video-media,agnostic; god; kyle-butt; mythicist; suffering,suffering-and-evil; debates-and-critics; media-video,False
How Can You Know A Scribe’s Intentions?,https://ehrmanblog.org/how-can-you-know-a-scribes-intentions/,"September 26, 2015",1078,early-christian-doctrine; heresy-and-orthodoxy; new-testament-manuscripts,christology; new-criticism; scribal-activity,christology; heresy-orthodoxy; textual-criticism,False
How Consistent are Orthodox Corruptions of Scripture?,https://ehrmanblog.org/how-consistent-are-orthodox-corruptions-of-scripture/,"September 23, 2015",1099,book-discussions; early-christian-doctrine; heresy-and-orthodoxy; new-testament-manuscripts,christological-issues; scribal-activity,christology; heresy-orthodoxy; canon-and-scripture; textual-criticism; book-discussion,False
On Falsification and Forgery,https://ehrmanblog.org/on-falsification-and-forgery/,"September 23, 2015",1204,forgery-in-antiquity; history-of-christianity-100-300ce; new-testament-manuscripts,christian-apocrypha; forgery; pseudepigrapha; scribal-activity,early-christianity; christian-apocrypha; church-history; authorship-forgery; textual-criticism,False
How Do You Research Orthodox Corruptions?,https://ehrmanblog.org/how-do-you-research-orthodox-corruptions/,"September 21, 2015",1096,book-discussions; heresy-and-orthodoxy; new-testament-manuscripts,orthodox-corruption-of-scripture; scribal-activity,canon-and-scripture; heresy-orthodoxy; textual-criticism; book-discussion,False
Do I Have a Grudge Against Dr. Bruce Metzger?,https://ehrmanblog.org/do-i-have-a-grudge-against-dr-bruce-metzger/,"September 20, 2015",1232,barts-biography; public-forum; readers-questions,bruce-metzger,personal-autobiographical; reader-questions,False
Live Stream the Debate Tonight,https://ehrmanblog.org/live-stream-the-debate-tonight/,"September 19, 2015",467,barts-debates,historical-jesus; justin-bass,historical-jesus; debates-and-critics,False
Magic and Manuscripts,https://ehrmanblog.org/magic-and-manuscripts/,"September 17, 2015",1953,history-of-christianity-100-300ce; new-testament-manuscripts,apotropaic; magic; manuscripts,early-christianity; church-history; textual-criticism,False
Debate in Dallas on Friday,https://ehrmanblog.org/debate-in-dallas-on-friday/,"September 17, 2015",115,historical-jesus; public-forum,debate; historical-jesus; justin-bass,historical-jesus; debates-and-critics,False
Why Intentional Changes of the Text Might Matter,https://ehrmanblog.org/why-intentional-changes-of-the-text-might-matter/,"September 16, 2015",1092,early-christian-doctrine; heresy-and-orthodoxy; history-of-christianity-100-300ce; new-testament-manuscripts,christological-issues; scribal-activity; women-in-the-church,early-christianity; church-history; christology; heresy-orthodoxy; women-gender-sexuality; textual-criticism,False
Why Bother With Anything *Except* the “Original” Text??,https://ehrmanblog.org/why-bother-with-anything-except-the-original-text/,"September 15, 2015",1176,history-of-christianity-100-300ce; new-testament-manuscripts,original-text; textual-criticism,church-history; early-christianity; textual-criticism,False
My Focus on Christology in The Orthodox Corruption of Scripture,https://ehrmanblog.org/my-focus-on-christology-in-the-orthodox-corruption-of-scripture/,"September 14, 2015",1074,book-discussions; early-christian-doctrine; heresy-and-orthodoxy; history-of-christianity-100-300ce; new-testament-manuscripts,orthodox-corruption-of-scripture; scribal-activity,early-christianity; church-history; christology; canon-and-scripture; heresy-orthodoxy; textual-criticism; book-discussion,False
The Unusual Thesis of The Orthodox Corruption of Scripture,https://ehrmanblog.org/the-unusual-thesis-of-the-orthodox-corruption-of-scripture/,"September 12, 2015",1145,book-discussions; early-christian-doctrine; heresy-and-orthodoxy; history-of-biblical-scholarship; new-testament-manuscripts,orthodox-corruption-of-scripture; scribal-activity,canon-and-scripture; christology; heresy-orthodoxy; textual-criticism; historical-method; book-discussion; teaching-scholarship,False
Back to the Question:  The Orthodox Corruption of Scripture,https://ehrmanblog.org/back-to-the-question-the-orthodox-corruption-of-scripture/,"September 11, 2015",1193,book-discussions; heresy-and-orthodoxy; new-testament-manuscripts; readers-questions,orthodox-corruption-of-scripture; scribal-activity,canon-and-scripture; heresy-orthodoxy; textual-criticism; reader-questions; book-discussion,False
Back to the Forgery of the Gospel of Jesus’ Wife,https://ehrmanblog.org/back-to-the-forgery-of-the-gospel-of-jesus-wife/,"September 10, 2015",1432,historical-jesus; religion-in-the-news,forgery; gospel-of-jesus-wife; karen-king,historical-jesus; canonical-gospels; christian-apocrypha; authorship-forgery; news-current-events,False
Christ’s Self-Ignorance,https://ehrmanblog.org/christs-self-ignorance/,"September 8, 2015",1090,historical-jesus; readers-questions,historical-jesus; how-jesus-became-god,historical-jesus; christology; book-discussion; reader-questions,False
On “Knowing” the Original Words of the NT,https://ehrmanblog.org/on-knowing-the-original-words-of-the-nt/,"September 7, 2015",1107,barts-critics; new-testament-manuscripts,original-text-of-the-nt; textual-criticism,textual-criticism; debates-and-critics,False
How Jesus Became God on Humanist Hour,https://ehrmanblog.org/how-jesus-became-god-on-humanist-hour/,"September 6, 2015",118,book-discussions; public-forum; video-media,american-humanist-association; bo-bennett; how-jesus-became-god,historical-jesus; christology; faith-doubt-belief; book-discussion; media-video,False
Irrelevant Arguments and the So-called Tenacity of the Tradition,https://ehrmanblog.org/irrelevant-arguments-and-the-so-called-tenacity-of-the-tradition/,"September 5, 2015",1083,history-of-christianity-100-300ce; new-testament-manuscripts,original-text-of-the-nt; scribal-tendencies; textual-criticism,church-history; early-christianity; textual-criticism,False
What Is the “Original” Text?,https://ehrmanblog.org/what-is-the-original-text/,"September 2, 2015",1157,new-testament-manuscripts,original-text-of-the-nt; scribal-tendencies; textual-criticism,textual-criticism,False
Arguments that We Have the Original Text,https://ehrmanblog.org/arguments-that-we-have-the-original-text/,"September 1, 2015",1051,barts-critics; new-testament-manuscripts,original-text-of-the-nt; scribal-tendencies; textual-criticism,textual-criticism; debates-and-critics,False
Contradictions and Silly Claims by Textual Critics,https://ehrmanblog.org/contradictions-and-silly-claims-by-textual-critics/,"August 31, 2015",1166,barts-critics; new-testament-manuscripts,original-text-of-the-nt; scribal-tendencies; textual-criticism,canon-and-scripture; textual-criticism; debates-and-critics,False
Textual Criticism Syllabus,https://ehrmanblog.org/textual-criticism-syllabus/,"August 29, 2015",1554,new-testament-manuscripts; teaching-christianity,syllabus; textual-criticism,textual-criticism; teaching-scholarship; debates-and-critics,False
Ruffling the Feathers of My Fellow Textual Critics,https://ehrmanblog.org/ruffling-the-feathers-of-my-fellow-textual-critics/,"August 28, 2015",1145,book-discussions; new-testament-manuscripts,original-text-of-the-nt; scribal-tendencies; textual-criticism,textual-criticism; book-discussion; debates-and-critics,False
How God Could Become a Human,https://ehrmanblog.org/how-god-could-become-a-human/,"August 26, 2015",1135,paul-and-his-letters; readers-questions,christology; kenosis,paul-and-letters; christology; faith-doubt-belief; reader-questions,False
Did Scribes Add the Passage of the Bloody Sweat?,https://ehrmanblog.org/did-scribes-add-the-passage-of-the-bloody-sweat/,"August 25, 2015",1154,canonical-gospels; heresy-and-orthodoxy; history-of-christianity-100-300ce; new-testament-manuscripts,bloody-sweat; gospel-of-luke; textual-criticism,canonical-gospels; early-christianity; church-history; heresy-orthodoxy; textual-criticism,False
The Bloody Sweat and the Scribes Who Changed It,https://ehrmanblog.org/the-bloody-sweat-and-the-scribes-who-changed-it/,"August 24, 2015",1151,canonical-gospels; early-christian-doctrine; heresy-and-orthodoxy; history-of-christianity-100-300ce; new-testament-manuscripts,bloody-sweat; gospel-of-luke; textual-criticism,canonical-gospels; church-history; early-christianity; christology; heresy-orthodoxy; textual-criticism,False
How Textual Criticism Became Relevant,https://ehrmanblog.org/how-textual-criticism-became-relevant/,"August 22, 2015",1119,new-testament-manuscripts; readers-questions,eldon-epp; gordon-fee; textual-criticism,textual-criticism; reader-questions; debates-and-critics,False
Jesus’ Lack of Agony,https://ehrmanblog.org/jesus-lack-of-agony/,"August 21, 2015",1195,canonical-gospels; new-testament-manuscripts,bloody-sweat; gospel-of-luke; textual-criticism,canonical-gospels; historical-jesus; textual-criticism,False
When I First Realized the Importance of Textual Criticism: The Bloody Sweat,https://ehrmanblog.org/when-i-first-realized-the-importance-of-textual-criticism-the-bloody-sweat/,"August 20, 2015",1185,canonical-gospels; new-testament-manuscripts,bloody-sweat; gospel-of-luke; textual-criticism,canonical-gospels; textual-criticism; debates-and-critics,False
An Amusing Anecdote about the State of Textual Criticism,https://ehrmanblog.org/an-amusing-anecdote-about-the-state-of-textual-criticism/,"August 19, 2015",976,history-of-biblical-scholarship; new-testament-manuscripts,textual-criticism,textual-criticism; historical-method; teaching-scholarship; debates-and-critics,False
My Original Foray into Textual Criticism,https://ehrmanblog.org/my-original-foray-into-textual-criticism/,"August 19, 2015",1141,barts-biography; new-testament-manuscripts; reflections-ruminations,textual-criticism,faith-doubt-belief; textual-criticism; personal-autobiographical; debates-and-critics,False
The Malaise in New Testament Textual Criticism,https://ehrmanblog.org/the-malaise-in-new-testament-textual-criticism/,"August 17, 2015",1117,history-of-biblical-scholarship; new-testament-manuscripts,textual-criticism,textual-criticism; historical-method; teaching-scholarship; debates-and-critics,False
Why New Testament Textual Criticism Had Grown Moribund,https://ehrmanblog.org/why-new-testament-textual-criticism-had-grown-moribund/,"August 15, 2015",1058,history-of-biblical-scholarship; new-testament-manuscripts; public-forum,textual-criticism,textual-criticism; historical-method; teaching-scholarship; debates-and-critics,False
When I Started in Textual Criticism,https://ehrmanblog.org/when-i-started-in-textual-criticism/,"August 14, 2015",1074,barts-biography; new-testament-manuscripts,textual-criticism,textual-criticism; personal-autobiographical; debates-and-critics,False
Gentle as a Nurse in 1 Thessalonians 2:7,https://ehrmanblog.org/gentle-as-a-nurse-in-1-thessalonians-27/,"August 13, 2015",1175,paul-and-his-letters,1-thessalonians-27; paul,paul-and-letters,False
More Intriguing Problems with 1 Thessalonians 2:7,https://ehrmanblog.org/more-intriguing-problems-with-1-thessalonians-27/,"August 11, 2015",1212,paul-and-his-letters,1-thessalonians-27; paul,paul-and-letters,False
